ID^Name^Gender^Ancestry^Class^Subclass^Level^CR^Role^Faction^Region^Settlement^Disposition^AC^HP^Main_Attack^Attack_Bonus^Damage^Key_Spells^Constellation^Notable_Items^First_Met^Speech_Quirks
SL-00005^Yazneg Ferrow^Άνδρας^Orc^Cleric^-^1^1/8^Θελήματα^Drifters^The Drift^Dust Depot (SET-012)^Εχθρικός^16^11^Mace^+5^1d6+3 θλαστικό^Guiding Bolt; Healing Word; Cure Wounds; Shield of Faith^-^θυμιατό που δεν άναψε ποτέ; γυαλιά σφραγισμένα από τη σκόνη; όνομα γραμμένο σε χέρι και ξαναγραμμένο κάθε μέρα^Ξαναχαράζει έναν waypoint stone που κάποιος έχει επίτηδες σβήσει.^Μιλάει σε ενεστώτα για περασμένα γεγονότα· ένα αχνό στατικό κάτω από τις λέξεις.
SL-00367^Hetch Cinderhaugh^Άνδρας^Half-Orc^Sorcerer^Aberrant Sorcery^11^7^Τοπογράφος πεδίου^Independent^The Drift^Dust Depot (SET-012)^Εχθρικός^13^94^Fire Bolt^+9^310 fire^Scorching Ray; Fireball; Magic Missile; Shield^-^δαχτυλίδι που ζεσταίνεται όταν λέει ψέματα; τρία εφεδρικά shield cells; γράμμα που δεν στάλθηκε ποτέ^Περπατάει δίπλα στο κάρο αντί να καβαλήσει, για λόγους που δεν θα πει.^Σχεδόν μονότονη ομιλία· στηρίζεται εξ ολοκλήρου στην επιλογή λέξεων για να περάσει το νόημα.
SL-00373^Lace-Frame Vane^Γυναίκα^Awakened Construct^Bard^College of Valor^4^1^Ο παράξενος του χωριού^Independent^The Drift^Nine Stop (SET-008)^Φιλική^13^28^Hand crossbow^+5^1d6+3 διατρητικό^Charm Person; Bane; Dissonant Whispers; Faerie Fire^-^βιβλίο με τραγούδια άλλων, χωρίς αναφορά; υπογεγραμμένο route-charter; ένταλμα με τη δική της περιγραφή πάνω^Καίει κάτι μικρό στην άκρη του δρόμου και κοιτάει μέχρι να σβήσει.^Μιλάει δύο γλώσσες στην ίδια πρόταση και θεωρεί ότι παρακολουθείτε.
SL-00394^Anvil-Case Ulverston^Άνδρας^Awakened Construct^Cleric^Trickery Domain^15^10^Πιλότος καταιγίδων^Drifters^The Drift^Long Waystation (SET-002)^Εχθρικός^18^151^Warhammer^+10^1d8+5 θλαστικό^Revivify; Guardian of Faith; Spiritual Weapon; Banishment^-^ραγισμένο field-bowl (σύμβολο Mender's Bowl); έγγραφο διέλευσης υπογεγραμμένο από νεκρό; μια χάρη που οφείλει κάποιος τον οποίο το party θα χρειαστεί^Ξαναχαράζει έναν waypoint stone που κάποιος έχει επίτηδες σβήσει.^Μιλάει αρκετά σιγά ώστε να σκύβει ο κόσμος, που είναι όλο το νόημα.
SL-00402^Tavia Vexley^Γυναίκα^Half-Elf^Wizard^-^1^1/8^Παραγιός μάγειρα^The Otherside^The Drift^Ember Halt (SET-001)^Φιλική^12^8^Ray of Frost^+5^1d8 cold^Shield; Sleep; Magic Missile; Grease^-^θήκη με 5 scrolls; κλειδί waystation που δεν ανοίγει πια τίποτα; εικόνα σε shard, ενός τόπου που κανείς δεν αναγνωρίζει^Κοιμάται πάνω στο μοναδικό κρεβάτι του waystation, με τις μπότες.^Δίνει οδηγίες με ορόσημα που δεν υπάρχουν πια.
SL-00407^Vorm Quarrick^Άνδρας^Goliath^Cleric^Grave Domain^16^11^Αρχιεκτιμητής^Drifters^The Drift^Long Waystation (SET-002)^Φιλικός^18^168^Sacred Flame^+10^1d8+5 τέμνον^Divine Word; Dispel Magic; Guardian of Faith; Banishment^-^λίστα ονομάτων που διαβάζεται φωναχτά κάθε αυγή; τρία εφεδρικά shield cells; απλήρωτη επικήρυξη για τέρας ήδη νεκρό^Περπατάει το route ανάποδα, ελέγχοντας σημάδια που κανείς δεν έχει ελέγξει εδώ και χρόνια.^Κοφτός στρατιωτικός ρυθμός· επαναλαμβάνει τις δύο τελευταίες λέξεις σας πριν απαντήσει.
SL-00409^Portia Rookhurst^Γυναίκα^Halfling^Bard^College of Lore^10^6^Υπάλληλος επικηρύξεων^The Otherside^The Drift^Dust Depot (SET-012)^Εχθρική^16^79^Rapier^+9^1d8+5 διατρητικό^Fear; Hold Person; Suggestion; Invisibility^-^συστατική επιστολή για αυλή που έχει πέσει; μπουκάλι με σκόνη δρόμου κατακαθισμένη σε νερό; γραπτή ομολογία υπογεγραμμένη από κάποιον που ζει ακόμα^Προσφέρεται να αγοράσει το νερό σας τρεις φορές πάνω από την αξία του.^Αβίαστη και υπερβολικά ευγενικη· διατυπώνει κάθε απειλή ως ερώτηση.
SL-00410^Kansif Zell^Γυναίκα^Half-Orc^Fighter^Psi Warrior^10^5^Τεχνικός κόμβων^Drifters^The Drift^Long Waystation (SET-002)^Φιλική^19^109^Greatsword^+9^2d6+5 τέμνον^-^-^ασπίδα με τρία διαφορετικά οικόσημα καρφωμένα το ένα πάνω στο άλλο; γυαλιά σφραγισμένα από τη σκόνη; γράμμα που δεν στάλθηκε ποτέ^Ελέγχει κάθε βαρέλι μιας στοίβας πάνω σε λίστα και βρίσκει ένα παραπάνω.^Επαναλαμβάνει ως ερώτηση το τελευταίο που της είπαν, κερδίζοντας ένα δευτερόλεπτο σκέψης.
SL-00411^Thalor Ferrow^Άνδρας^Elf^Ranger^Gloom Stalker^10^5^Καπετάνιος συνοδείας^Drifters^The Drift^Dust Depot (SET-012)^Φιλικός^15^92^Hand crossbow^+9^1d6+5 διατρητικό^Hunter's Mark; Nondetection; Dispel Magic; Wind Wall^-^μπότες με σόλα που δεν αφήνει ίχνος; εφεδρική πλήμνη τροχού, λάθος μέγεθος; γράμμα που δεν στάλθηκε ποτέ^Περπατάει δίπλα στο κάρο αντί να καβαλήσει, για λόγους που δεν θα πει.^Κοφτός στρατιωτικός ρυθμός· επαναλαμβάνει τις δύο τελευταίες λέξεις σας πριν απαντήσει.
SL-00424^Alric Vane^Άνδρας^Half-Elf^Paladin^Oath of the Ancients^8^4^Γιατρός ανακούφισης^Independent^The Drift^Ember Crossing (SET-011)^Εχθρικός^19^86^Longsword (Divine Smite)^+7^1d8+4 + 2d8 radiant^Compelled Duel; Zone of Truth; Hunter's Mark; Divine Favor^-^γάντι που ανήκε σε κάποιον άλλο; εφεδρική πλήμνη τροχού, λάθος μέγεθος; λίστα με έξι ονόματα, τα τέσσερα διαγραμμένα^Κοιμάται πάνω στο μοναδικό κρεβάτι του waystation, με τις μπότες.^Βουβος από παιδί· χειρονομεί με άνεση και περιμένει να προλαβαίνετε.
SL-00431^Thessaly Corr^Γυναίκα^Elf^Wizard^School of Abjuration^4^1^Ο παράξενος του χωριού^Guardians^The Drift^Dust Depot (SET-012)^Ουδέτερη^11^34^Ray of Frost^+5^1d8 cold^Grease; Sleep; Shield; Detect Magic^-^θήκη με 5 scrolls; κατάλογος κάθε waystation από εδώ ως την ακτή; πειθαρχική αναφορά, ανοιχτή ακόμα^Μαγειρεύει για έντεκα ενώ έχουν μείνει τέσσερις.^Το γέλιο της έρχεται καθυστερημένα και δεν ταιριάζει με αυτό που ειπώθηκε.
SL-00432^Nol Harkaway^Άνδρας^Human^Fighter^Battle Master^16^10^Ανώτερος εκτελεστής^Independent^The Drift^Long Waystation (SET-002)^Ουδέτερος^19^183^Longbow^+10^1d8+5 διατρητικό^-^-^Thundermount crystalline longsword (+1); μπουκάλι με σκόνη δρόμου κατακαθισμένη σε νερό; παιδικό σχέδιο ενός αστερισμού που κανείς δεν βρίσκει^Ελέγχει κάθε βαρέλι μιας στοίβας πάνω σε λίστα και βρίσκει ένα παραπάνω.^Η προφορά του βαραίνει μόλις τον ρωτήσουν από πού είναι.
SL-00448^Fenna Farrow^Γυναίκα^Human^Rogue^Arcane Trickster^3^1/2^Λυχνοκόπος^Drifters^The Drift^Dust Depot (SET-012)^Ουδέτερη^14^22^Hand crossbow (Sneak Attack)^+5^1d6+3 + 2d6 διατρητικό^-^-^ζευγάρι μαυρισμένα shortswords; κλειδί waystation που δεν ανοίγει πια τίποτα; οδηγίες για μια τελετή, σε μετάφραση, με το τελευταίο βήμα να λείπει^Ελέγχει κάθε βαρέλι μιας στοίβας πάνω σε λίστα και βρίσκει ένα παραπάνω.^Μεγάλες παύσεις πριν απαντήσει, σαν να επαληθεύει κάτι.
SL-00450^Mizzet Wintersby^Άνδρας^Gnome^Sorcerer^-^1^1/8^Καμπανάρης^Independent^The Drift^Dust Depot (SET-012)^Φιλικός^12^8^Ray of Frost^+5^1d8 cold^Burning Hands; Shield; Chromatic Orb; Magic Missile^-^focus από γυαλί καταιγίδας; γυαλιά σφραγισμένα από τη σκόνη; απλήρωτη επικήρυξη για τέρας ήδη νεκρό^Ελέγχει κάθε βαρέλι μιας στοίβας πάνω σε λίστα και βρίσκει ένα παραπάνω.^Επαναλαμβάνει ως ερώτηση το τελευταίο που του είπαν, κερδίζοντας ένα δευτερόλεπτο σκέψης.
SL-00469^Corrin Quarrick^Άνδρας^Human^Wizard^-^2^1/4^Λυχνοκόπος^Drifters^The Drift^Dust Depot (SET-012)^Ουδέτερος^11^18^Ray of Frost^+5^1d8 cold^Sleep; Detect Magic; Shield; Magic Missile^-^focus από λιωμένο γυαλί της Otherside; υπογεγραμμένο route-charter; νόμισμα στραβωμένο από βολή που δεν αυτόν πέτυχε^Μαγειρεύει για έντεκα ενώ έχουν μείνει τέσσερις.^Απαντάει «όχι» σε κάθε πρώτη ερώτηση αντανακλαστικά, και μετά το ξανασκέφτεται.
SL-00472^Rionach Brackwater^Γυναίκα^Elf^Druid^Circle of the Moon^3^1/2^Νεοσύλλεκτος^Drifters^The Drift^Dust Depot (SET-012)^Φιλική^14^24^Produce Flame^+5^1d8+3 τέμνον^Thunderwave; Goodberry; Faerie Fire; Healing Word^-^φυλαχτό από πεσμένη ουράνια πέτρα; έγγραφο διέλευσης υπογεγραμμένο από νεκρό; πορτρέτο κάποιου που το party θα συναντήσει αργότερα^Σας διώχνει από ένα κομμάτι του δρόμου χωρίς να εξηγήσει τι υπάρχει πάνω του.^Μιλάει στα ζώα πιο ζεστά απ' ό,τι στους ανθρώπους, και το ξέρει.
SL-00473^Torvald Fallowfield^Άνδρας^Dwarf^Druid^-^1^1/8^Φύλακας φανού σήματος^The Otherside^The Drift^Dust Depot (SET-012)^Ουδέτερος^14^11^Produce Flame^+5^1d8+3 τέμνον^Healing Word; Thunderwave; Entangle; Goodberry^-^σακούλι σπόρων που κανείς δεν αναγνωρίζει; κλειδί waystation που δεν ανοίγει πια τίποτα; χάρτης με ένα σημείο κυκλωμένο και χωρίς ετικέτα^Ανταλλάσσει νερό με πληροφορίες σε ξερή στάση, και χρεώνει επίτηδες λιγότερο.^Μετράει τις λέξεις του και ξοδεύει καμιά τριανταριά τη μέρα· για τα υπόλοιπα νεύει και χειρονομεί.
SL-00476^Hulda Underhill^Γυναίκα^Orc^Cleric^Grave Domain^10^6^Μάρτυρας συμβολαίων^Drifters^The Drift^Low Crossing (SET-007)^Ουδέτερη^17^87^Warhammer^+9^1d8+5 θλαστικό^Beacon of Hope; Bless; Spiritual Weapon; Lesser Restoration^-^κομποσκοίνι με τέσσερις χάντρες να λείπουν; κλειδί waystation που δεν ανοίγει πια τίποτα; γράμμα που δεν στάλθηκε ποτέ^Θάβει κάτι σε έναν route marker και σταματάει μόλις σας δει.^Απευθύνεται σε ομάδες και όχι σε άτομα, ακόμα κι όταν είστε ένας.
SL-00499^Thrain Goldhollow^Άνδρας^Dwarf^Bard^College of Lore^9^6^Μάρτυρας συμβολαίων^Independent^The Drift^Ash Depot (SET-005)^Ουδέτερος^16^72^Shortsword^+9^1d6+5 διατρητικό^Hypnotic Pattern; Major Image; Shatter; Enhance Ability^-^το μοναδικό γραπτό αντίγραφο ενός route-song; εφεδρική πλήμνη τροχού, λάθος μέγεθος; ανοιχτό ποτέ γράμμα με παραλήπτη το party^Υποστηρίζει ότι ο δρόμος μπροστά είναι ασφαλής ενώ ετοιμάζεται να πάει από την άλλη.^Αβίαστος και υπερβολικά ευγενικος· διατυπώνει κάθε απειλή ως ερώτηση.
SL-00504^Zoll Harkaway^Άνδρας^Half-Orc^Ranger^Gloom Stalker^8^4^Κούριερ συμβολαίων^The Otherside^The Drift^Grey Crossing (SET-006)^Ουδέτερος^15^69^Hand crossbow^+7^1d6+4 διατρητικό^Fog Cloud; Hunter's Mark; Pass Without Trace; Ensnaring Strike^-^παγίδες και σφυρίχτρα από κόκαλο; τρία εφεδρικά shield cells; απλήρωτη επικήρυξη για τέρας ήδη νεκρό^Προσφέρεται να αγοράσει το νερό σας τρεις φορές πάνω από την αξία του.^Λέει «εμείς» για τις αποφάσεις και «εγώ» για τα λάθη.
SL-00508^Bal Kestrelmoor^Άνδρας^Goliath^Ranger^Fey Wanderer^9^5^Λαθρέμπορος^Independent^The Drift^Long Waystation (SET-002)^Φιλικός^17^80^Shortsword pair^+9^1d6+5 διατρητικό^Wind Wall; Conjure Barrage; Dispel Magic; Silence^-^παγίδες και σφυρίχτρα από κόκαλο; τρία εφεδρικά shield cells; μια υπόσχεση, γραμμένη, με δύο μάρτυρες^Περπατάει δίπλα στο κάρο αντί να καβαλήσει, για λόγους που δεν θα πει.^Χρησιμοποιεί αργκό του σώματος για μέλη και τραύματα και βρίσκει τις απλές λέξεις ναζιάρικες.
